,10402,10749,10751,10752,12,14,16,18,27,28,35,36,37,53,80,878,9648,adult,director,lead actors,movie_id,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
113,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,False,Edward Zwick,"[u'Tom Cruise', u'Cobie Smulders', u'Aldis Hodge']",343611,"Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever.",8.945825,/IfB9hy4JH1eH6HEfIgIGORXi5h.jpg,2016-10-19,Jack Reacher: Never Go Back,False,5.1,1411
114,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,False,James Cameron,"[u'Sigourney Weaver', u'Carrie Henn', u'Michael Biehn']",679,"When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story, all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.",8.917649,/nORMXEkYEbzkU5WkMWMgRDJwjSZ.jpg,1986-07-18,Aliens,False,7.7,2546
115,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,False,Pete Docter,"[u'Amy Poehler', u'Phyllis Smith', u'Richard Kind']",150540,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",8.87913,/aAmfIX3TT40zUHGcCKrlOZRKC7u.jpg,2015-06-09,Inside Out,False,8.0,4778
116,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,False,Peter Jackson,"[u'Elijah Wood', u'Ian McKellen', u'Viggo Mortensen']",121,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",8.876384,/5o5fv1dHG7vWoH2hmqwihVPBoBm.jpg,2002-12-18,The Lord of the Rings: The Two Towers,False,7.9,6023
117,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,False,Peter Jackson,"[u'Ian McKellen', u'Martin Freeman', u'Richard Armitage']",49051,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",8.844883,/w29Guo6FX6fxzH86f8iAbEhQEFC.jpg,2012-11-26,The Hobbit: An Unexpected Journey,False,6.9,7128
118,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,False,Gavin O'Connor,"[u'Ben Affleck', u'Anna Kendrick', u'J.K. Simmons']",302946,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise.",8.820016,/afhAUuWVB7k7PjJUd4lwO3rzhSq.jpg,2016-10-14,The Accountant,False,6.8,1475
119,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,False,Francis Lawrence,"[u'Jennifer Lawrence', u'Josh Hutcherson', u'Liam Hemsworth']",131634,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",8.802917,/w93GAiq860UjmgR6tU9h2T24vaV.jpg,2015-11-18,The Hunger Games: Mockingjay - Part 2,False,6.6,2974
120,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,False,Tom Ford,"[u'Amy Adams', u'Jake Gyllenhaal', u'Michael Shannon']",340666,"Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",8.802772,/9Moizj8qxcZK6DqEE1MTO3pQAEw.jpg,2016-11-04,Nocturnal Animals,False,7.1,1134
121,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,False,Jon Favreau,"[u'Robert Downey Jr.', u'Terrence Howard', u'Jeff Bridges']",1726,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",8.760689,/s2IG9qXfhJYxIttKyroYFBsHwzQ.jpg,2008-04-30,Iron Man,False,7.3,7197
122,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False,Alejandro González Iñárritu,"[u'Michael Keaton', u'Zach Galifianakis', u'Edward Norton']",194662,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",8.734448,/rSZs93P0LLxqlVEbI001UKoeCQC.jpg,2014-08-27,Birdman,False,7.3,3516
123,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,False,Peter Jackson,"[u'Elijah Wood', u'Ian McKellen', u'Viggo Mortensen']",120,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",8.732315,/bxVxZb5O9OxCO0oRUNdCnpy9NST.jpg,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,False,7.9,7093
124,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,False,Joe Russo,"[u'Chris Evans', u'Samuel L. Jackson', u'Scarlett Johansson']",100402,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",8.720447,/5TQ6YDmymBpnF005OyoB7ohZps9.jpg,2014-03-20,Captain America: The Winter Soldier,False,7.6,4561
125,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,False,Justin Lin,"[u'Chris Pine', u'Zachary Quinto', u'Karl Urban']",188927,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",8.703605,/mLrQMqyZgLeP8FrT5LCobKAiqmK.jpg,2016-07-07,Star Trek Beyond,False,6.5,1944
126,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,False,Baran bo Odar,"[u'Jamie Foxx', u'Michelle Monaghan', u'Dermot Mulroney']",324542,"Undercover Las Vegas police officer Vincent Downs is caught in a high stakes web of corrupt cops and the mob-controlled casino underground. When a heist goes wrong, a crew of homicidal gangsters kidnaps Downs’ teenage son. In one sleepless night he will have to rescue his son, evade an internal affairs investigation and bring the kidnappers to justice.",8.697459,/9WkUSY33MDPGmz0vtzbsfaxTHVa.jpg,2017-01-12,Sleepless,False,5.9,100
127,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False,Clint Eastwood,"[u'Tom Hanks', u'Aaron Eckhart', u'Laura Linney']",363676,"On 15 January 2009, the world witnessed the 'Miracle on the Hudson' when Captain 'Sully' Sullenberger glided his disabled plane onto the frigid waters of the Hudson River, saving the lives of all 155 aboard. However, even as Sully was being heralded by the public and the media for his unprecedented feat of aviation skill, an investigation was unfolding that threatened to destroy his reputation and career.",8.62166,/h6O5OE3ueRVdCc7V7cwTiQocI7D.jpg,2016-09-07,Sully,False,6.9,1394
128,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,False,Rob Marshall,"[u'Johnny Depp', u'Pen\xe9lope Cruz', u'Geoffrey Rush']",1865,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",8.567711,/wNUDAq5OUMOtxMlz64YaCp7gZma.jpg,2011-05-14,Pirates of the Caribbean: On Stranger Tides,False,6.3,3699
129,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,False,Sam Mendes,"[u'Daniel Craig', u'Judi Dench', u'Javier Bardem']",37724,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",8.559261,/lQCkPLDxFONmgzrWLvq085v1g2d.jpg,2012-10-25,Skyfall,False,6.9,6748
130,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,False,Michael Bay,"[u'Mark Wahlberg', u'Stanley Tucci', u'Nicola Peltz']",91314,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",8.554765,/ykIZB9dYBIKV13k5igGFncT5th6.jpg,2014-06-25,Transformers: Age of Extinction,False,5.8,2505
131,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,False,Pete Docter,"[u'Ed Asner', u'Christopher Plummer', u'Jordan Nagai']",14160,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",8.494259,/nk11pvocdb5zbFhX5oq5YiLPYMo.jpg,2009-05-13,Up,False,7.7,5164
132,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,False,Peter Berg,"[u'Mark Wahlberg', u'John Goodman', u'J.K. Simmons']",388399,"An account of Boston Police Commissioner Ed Davis's actions in the events leading up to the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists behind it.",8.405639,/cDbEiJIRwFcx2GsClJ1hDUY5Vwj.jpg,2016-12-12,Patriots Day,False,6.6,291
133,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,False,Ariel Schulman,"[u'Emma Roberts', u'Dave Franco', u'Emily Meade']",328387,"Industrious high school senior, Vee Delmonico, has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future.",8.387596,/uM1dNEmcAeyDGjMcFLlkKOyBgft.jpg,2016-07-27,Nerve,False,7.0,1135
134,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False,Peter Jackson,"[u'Martin Freeman', u'Ian McKellen', u'Richard Armitage']",57158,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",8.286413,/gQCiuxGsfiXH1su6lp9n0nd0UeH.jpg,2013-12-11,The Hobbit: The Desolation of Smaug,False,7.5,3574
135,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False,Alfonso Cuarón,"[u'Daniel Radcliffe', u'Rupert Grint', u'Emma Watson']",673,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.",8.232704,/jUFjMoLh8T2CWzHUSjKCojI5SHu.jpg,2004-05-31,Harry Potter and the Prisoner of Azkaban,False,7.5,4404
136,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,False,Steven Spielberg,"[u'Liam Neeson', u'Ben Kingsley', u'Ralph Fiennes']",424,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,8.231165,/yPisjyLweCl1tbgwgtzBCNCBle.jpg,1993-11-29,Schindler's List,False,8.2,3330
137,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,False,Len Wiseman,"[u'Kate Beckinsale', u'Scott Speedman', u'Michael Sheen']",277,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",8.129722,/rdkxl5iXdpVU188cL1LLG3sy6z4.jpg,2003-09-19,Underworld,False,6.5,2046
138,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False,Robert Zemeckis,"[u'Tom Hanks', u'Robin Wright', u'Gary Sinise']",13,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.",8.116716,/yE5d3BUhE8hCnkMUJOo1QDoOGNz.jpg,1994-07-06,Forrest Gump,False,8.1,6017
139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,Barry Jenkins,"[u'Trevante Rhodes', u'Andr\xe9 Holland', u'Naomie Harris']",376867,"The tender, heartbreaking story of a young man’s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality.",8.106278,/qAwFbszz0kRyTuXmMeKQZCX3Q2O.jpg,2016-10-21,Moonlight,False,7.3,1043
140,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False,Tim Burton,"[u'Mia Wasikowska', u'Johnny Depp', u'Anne Hathaway']",12155,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",8.087242,/pvEE5EN5N1yjmHmldfL4aJWm56l.jpg,2010-03-03,Alice in Wonderland,False,6.3,3435
141,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,David Frankel,"[u'Will Smith', u'Edward Norton', u'Kate Winslet']",345920,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",8.08116,/9tFRalU3JmZHddgYVL0BypWRpbb.jpg,2016-12-06,Collateral Beauty,False,6.6,773
142,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,False,Neill Blomkamp,"[u'Sharlto Copley', u'Dev Patel', u'Ninja']",198184,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",8.066481,/saF3HtAduvrP9ytXDxSnQJP3oqx.jpg,2015-03-04,Chappie,False,6.6,2352
143,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,False,Robert Zemeckis,"[u'Brad Pitt', u'Marion Cotillard', u'Jared Harris']",369885,"In 1942, an intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",8.058739,/nzXzLFTnd0Zb3ExfhOxlQgizgSu.jpg,2016-11-17,Allied,False,6.4,828
144,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,False,Richard Kelly,"[u'Jake Gyllenhaal', u'Patrick Swayze', u'Drew Barrymore']",141,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",8.034674,/nmb4QhCRmdfNP6rgb81yUFgI83l.jpg,2001-01-18,Donnie Darko,False,7.6,2408
145,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False,David Yates,"[u'Daniel Radcliffe', u'Rupert Grint', u'Emma Watson']",767,"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.",8.008408,/bFXys2nhALwDvpkF3dP3Vvdfn8b.jpg,2009-07-07,Harry Potter and the Half-Blood Prince,False,7.3,3952
146,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,False,Christopher Nolan,"[u'Christian Bale', u'Michael Caine', u'Liam Neeson']",272,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",7.974843,/dr6x4GyyegBWtinPBzipY02J2lV.jpg,2005-06-14,Batman Begins,False,7.4,5831
147,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False,Mike Newell,"[u'Daniel Radcliffe', u'Rupert Grint', u'Emma Watson']",674,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",7.940088,/6sASqcdrEHXxUhA3nFpjrRecPD2.jpg,2005-11-05,Harry Potter and the Goblet of Fire,False,7.4,4171
148,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False,David Yates,"[u'Daniel Radcliffe', u'Rupert Grint', u'Emma Watson']",12445,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",7.935335,/fTplI1NCSuEDP4ITLcTps739fcC.jpg,2011-07-07,Harry Potter and the Deathly Hallows: Part 2,False,7.8,4570
149,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,False,Sam Taylor-Johnson,"[u'Dakota Johnson', u'Jamie Dornan', u'Jennifer Ehle']",216015,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",7.867392,/jV8wnk3Jgz6f7degmT3lHNGI2tK.jpg,2015-02-11,Fifty Shades of Grey,False,5.2,2420
150,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,False,David Fincher,"[u'Brad Pitt', u'Morgan Freeman', u'Gwyneth Paltrow']",807,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",7.8089,/zgB9CCTDlXRv50Z70ZI4elJtNEk.jpg,1995-09-22,Se7en,False,8.0,4449
151,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,False,Antoine Fuqua,"[u'Jake Gyllenhaal', u'Rachel McAdams', u'Forest Whitaker']",307081,"Billy ""The Great"" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most.",7.76272,/50d0XQQETSyg3bwBXhC7K33pKgc.jpg,2015-06-15,Southpaw,False,7.3,1631
152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,False,Robert Schwentke,"[u'Shailene Woodley', u'Theo James', u'Zo\xeb Kravitz']",262504,Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.,7.686668,/tSFBh9Ayn5uiwbUK9HvD2lrRgaQ.jpg,2016-03-09,Allegiant,False,5.8,1420
153,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,Andrew Stanton,"[u'Albert Brooks', u'Ellen DeGeneres', u'Alexander Gould']",12,"A tale which follows the comedic and eventful journeys of two fish, the fretful Marlin and his young son Nemo, who are separated from each other in the Great Barrier Reef when Nemo is unexpectedly taken from his home and thrust into a fish tank in a dentist's office overlooking Sydney Harbor. Buoyed by the companionship of a friendly but forgetful fish named Dory, the overly cautious Marlin embarks on a dangerous trek and finds himself the unlikely hero of an epic journey to rescue his son.",7.674112,/zjqInUwldOBa0q07fOyohYCWxWX.jpg,2003-05-30,Finding Nemo,False,7.5,4450
154,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,F. Javier Gutiérrez,"[u'Matilda Anna Ingrid Lutz', u'Alex Roe', u'Johnny Galecki']",14564,"Julia becomes worried about her boyfriend, Holt when he explores the dark urban legend of a mysterious videotape said to kill the watcher seven days after viewing. She sacrifices herself to save her boyfriend and in doing so makes a horrifying discovery: there is a ""movie within the movie"" that no one has ever seen before.",7.664586,/bbxtz5V0vvnTDA2qWbiiRC77Ok9.jpg,2017-02-01,Rings,False,4.7,506
155,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,Steven Spielberg,"[u'Harrison Ford', u'Karen Allen', u'Paul Freeman']",85,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",7.66291,/44sKJOGP3fTm4QXBcIuqu0RkdP7.jpg,1981-06-12,Raiders of the Lost Ark,False,7.6,3131
156,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,False,James McTeigue,"[u'Natalie Portman', u'Hugo Weaving', u'Stephen Rea']",752,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as 'V' conducts guerrilla warfare against the oppressive British government. When 'V' rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",7.623057,/AoGpqw4S4ZGgwhlM3FgzFVwyIGl.jpg,2005-12-11,V for Vendetta,False,7.6,3365
157,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,False,Gary Trousdale,"[u""Paige O'Hara"", u'Robby Benson', u'Richard White']",10020,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",7.620719,/b9QJr2oblOu1grgOMUZF1xkUJdh.jpg,1991-11-12,Beauty and the Beast,False,7.4,2143
158,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,False,Quentin Tarantino,"[u'Jamie Foxx', u'Christoph Waltz', u'Leonardo DiCaprio']",68718,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",7.601205,/5WJnxuw41sddupf8cwOxYftuvJG.jpg,2012-12-25,Django Unchained,False,7.7,8399
159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,Yorgos Lanthimos,"[u'Hristos Passalis', u'Angeliki Papoulia', u'Mary Tsoni']",38810,"Three teenagers are confined to an isolated country estate that could very well be on another planet. The trio spend their days listening to endless homemade tapes that teach them a whole new vocabulary. Any word that comes from beyond their family abode is instantly assigned a new meaning. Hence 'the sea' refers to a large armchair and 'zombies' are little yellow flowers. Having invented a brother whom they claim to have ostracized for his disobedience, the uber-controlling parents terrorize their offspring into submission.",7.591358,/8hQbM6n2wnB5U1T0mHFIGwTtSeI.jpg,2009-06-01,Dogtooth,False,6.9,240
160,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,False,Robert Zemeckis,"[u'Michael J. Fox', u'Christopher Lloyd', u'Lea Thompson']",105,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",7.574623,/pTpxQB1N0waaSc3OSn0e9oc8kx9.jpg,1985-07-03,Back to the Future,False,7.9,4653
161,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False,David Yates,"[u'Daniel Radcliffe', u'Emma Watson', u'Rupert Grint']",12444,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",7.530051,/maP4MTfPCeVD2FZbKTLUgriOW4R.jpg,2010-10-17,Harry Potter and the Deathly Hallows: Part 1,False,7.4,4209
162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,Stanley Kubrick,"[u'Keir Dullea', u'Douglas Rain', u'Gary Lockwood']",62,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",7.490132,/90T7b2LIrL07ndYQBmSm09yqVEH.jpg,1968-04-05,2001: A Space Odyssey,False,7.8,2303
163,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False,Martin Scorsese,"[u'Andrew Garfield', u'Adam Driver', u'Tadanobu Asano']",68730,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",7.449046,/sHM6i6se7mwKGRDvW4nQC7dkeKI.jpg,2016-12-22,Silence,False,7.0,389
164,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,False,Marc Webb,"[u'Andrew Garfield', u'Emma Stone', u'Rhys Ifans']",1930,"Peter Parker is an outcast high schooler was abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",7.448409,/eA2D86Y6VPWuUzZyatiLBwpTilQ.jpg,2012-06-27,The Amazing Spider-Man,False,6.4,5441
165,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,False,Joe Johnston,"[u'Chris Evans', u'Hugo Weaving', u'Tommy Lee Jones']",1771,"Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",7.442939,/dlIPGXPxXQTp9kFrRzn0RsfUelx.jpg,2011-07-22,Captain America: The First Avenger,False,6.5,5716
166,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,False,James Gunn,"[u'Chris Pratt', u'Zoe Saldana', u'Dave Bautista']",283995,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,7.442405,/gaHepzSTMkGwsSKAqiBgroSCf07.jpg,2017-04-25,Guardians of the Galaxy Vol. 2,False,0.0,7
