10402,10749,10751,10752,10770,12,14,16,18,27,28,35,36,37,53,80,878,9648,99,adult,director,lead actors,movie_id,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,False,Gareth Edwards,"[u'Aaron Taylor-Johnson', u'Ken Watanabe', u'Elizabeth Olsen']",124905,"Fifteen years after an 'incident' at a Japanese nuclear power plant, physicist Joe Brody joins forces with his soldier son Ford to discover for themselves what really happened.  What they uncover is prelude to global-threatening devastation.  An epic rebirth to Toho's iconic Godzilla, this spectacular adventure pits the world's most famous monster against malevolent creatures who, bolstered by humanity's scientific arrogance, threaten our very existence.",4.727091,/szVwkB4H5yyOJBVuQ432b9boO0N.jpg,2014-05-14,Godzilla,False,6.1,2628
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False,Patrick Hughes,"[u'Sylvester Stallone', u'Jason Statham', u'Harrison Ford']",138103,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.",4.726428,/xczFwJhcCb2rUMylXam0Ni7Yn5o.jpg,2014-08-04,The Expendables 3,False,6.1,1480
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,False,Vic Armstrong,"[u'Nicolas Cage', u'Chad Michael Murray', u'Lea Thompson']",218043,A small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction.,4.722674,/lWf8po2lGleVuzRB4lpHavVT1Lv.jpg,2014-10-03,Left Behind,False,3.7,312
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False,Terence Young,"[u'Sean Connery', u'Claudine Auger', u'Adolfo Celi']",660,A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.,4.701713,/sASN1VnJxWosdzp4mH40P47Xhhz.jpg,1965-12-16,Thunderball,False,6.5,464
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False,Lee Tamahori,"[u'Pierce Brosnan', u'Halle Berry', u'Rosamund Pike']",36669,"Bond takes on a North Korean leader who undergoes DNA replacement procedures that allow him to assume different identities. American agent, Jinx Johnson assists Bond in his attempt to thwart the villain's plans to exploit a satellite that is powered by solar energy.",4.693786,/1iUZqUXS7x5FcGM5J0u01xuObWC.jpg,2002-11-17,Die Another Day,False,5.7,899
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,False,Jon Turteltaub,"[u'Nicolas Cage', u'Jon Voight', u'Harvey Keitel']",6637,"Benjamin Franklin Gates and Dr. Abigail Chase re-team with Riley Poole and, now armed with a stack of long-lost pages from John Wilkes Booth's diary, Ben must follow a clue left there to prove his ancestor's innocence in the assassination of Abraham Lincoln.",4.668613,/sHr05tz70r7y8A6XrdCBsHPK7tF.jpg,2007-12-13,National Treasure: Book of Secrets,False,6.1,1366
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,John Hillcoat,"[u'Casey Affleck', u'Chiwetel Ejiofor', u'Woody Harrelson']",146198,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,4.664604,/dwRHF43p50wLIYAIxrUhLkK3jCI.jpg,2016-01-01,Triple 9,False,5.5,620
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,False,Tarsem Singh,"[u'Ryan Reynolds', u'Ben Kingsley', u'Natalie Martinez']",238615,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,4.662851,/5MUyULSD4syaMQFcfPABqopAO4e.jpg,2015-07-10,Self/less,False,6.2,874
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False,Roger Spottiswoode,"[u'Pierce Brosnan', u'Jonathan Pryce', u'Michelle Yeoh']",714,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,4.660263,/k3eI9q7ISgpDEu2CMwR2s6inJVp.jpg,1997-12-11,Tomorrow Never Dies,False,6.0,747
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,False,David Twohy,"[u'Vin Diesel', u'Karl Urban', u'Katee Sackhoff']",87421,"Betrayed by his own kind and left for dead on a desolate planet, Riddick fights for survival against alien predators and becomes more powerful and dangerous than ever before. Soon bounty hunters from throughout the galaxy descend on Riddick only to find themselves pawns in his greater scheme for revenge. With his enemies right where he wants them, Riddick unleashes a vicious attack of vengeance before returning to his home planet of Furya to save it from destruction.",4.637689,/duoN6oNGp1emHkkhlTcY76Wz2ED.jpg,2013-09-02,Riddick,False,6.2,1773
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,False,Brad Furman,"[u'Bryan Cranston', u'Diane Kruger', u'John Leguizamo']",325789,A U.S Customs official uncovers a massive money laundering scheme involving Pablo Escobar.,4.626106,/xcyj3UUtW7banYo1iQiT4wqSPjY.jpg,2016-07-13,The Infiltrator,False,6.6,440
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False,Antoine Fuqua,"[u'Gerard Butler', u'Aaron Eckhart', u'Angela Bassett']",117263,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",4.622169,/a2r2mvky2D5QCyYLdu2c3A4LOmb.jpg,2013-03-20,Olympus Has Fallen,False,6.1,2664
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,False,Adam Wingard,"[u'James Allen McCune', u'Callie Hernandez', u'Brandon Scott']",351211,Students on a camping trip discover something sinister is lurking beyond the trees.,4.61493,/kqmGs9q5WZkxKub60K6pU37GdvU.jpg,2016-09-15,Blair Witch,False,4.8,377
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,False,Julius Avery,"[u'Ewan McGregor', u'Brenton Thwaites', u'Alicia Vikander']",294652,"Locked up for a minor crime, 19 year old JR quickly learns the harsh realities of prison life. Protection, if you can get it, is paramount. JR soon finds himself under the watchful eye of Australia's most notorious criminal, Brendan Lynch, but protection comes at a price.",4.611288,/pJoofuXXnEsDu5U4L1L48qkgUPf.jpg,2014-10-16,Son of a Gun,False,6.1,241
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,False,Lee Tamahori,"[u'Ice Cube', u'Samuel L. Jackson', u'Willem Dafoe']",11679,"Ice Cube stars as Darius Stone, a thrill-seeking troublemaker whose criminal record and extreme sports obsession make him the perfect candidate to be the newest XXX agent. He must save the U.S. government from a deadly conspiracy led by five-star general and Secretary of Defense George Deckert (played by Willem Dafoe).",4.609642,/sNnciVEuolaZoIzn5v2rP0pjiL0.jpg,2005-04-27,xXx: State of the Union,False,4.7,406
0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,False,Tim Story,"[u'Ioan Gruffudd', u'Jessica Alba', u'Chris Evans']",1979,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",4.609379,/fXpziQgnBnB4bLgjKhjTbLQumE5.jpg,2007-06-13,Fantastic 4: Rise of the Silver Surfer,False,5.4,1942
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,False,James McTeigue,"[u'Pierce Brosnan', u'Milla Jovovich', u'Dylan McDermott']",334074,"A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York, but is forced to go on the run when she is framed for crimes she did not commit.",4.599234,/XtvR1aSph7X3wqrE2PY66IPzVi.jpg,2015-05-21,Survivor,False,5.4,344
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,False,Rowan Joffe,"[u'Nicole Kidman', u'Colin Firth', u'Mark Strong']",204922,"A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.",4.584579,/3UG2Pb122c7Va8MBtr1OHRB1YPh.jpg,2014-09-03,Before I Go to Sleep,False,6.1,561
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,False,Joel Edgerton,"[u'Jason Bateman', u'Rebecca Hall', u'Joel Edgerton']",328425,"A husband and wife try to reinvigorate their relationship but their lives are threatened by a ""friend"" from the husband's past who holds a horrifying secret about him, sending their world into a tailspin.",4.543241,/chrYVlwpBjlYM80w4bQDZzfNQZf.jpg,2015-07-30,The Gift,False,6.6,859
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,False,Martin Koolhoven,"[u'Guy Pearce', u'Dakota Fanning', u'Carice van Houten']",324560,"In the menacing inferno of the old American West, Liz is a genuine survivor who is hunted by a vengeful preacher for a crime she didn’t commit.",4.541713,/fYYruOEwdbJhlgdfK1HxPhXwHiB.jpg,2017-01-12,Brimstone,False,6.9,71
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,False,Scott Derrickson,"[u'Ethan Hawke', u""Vincent D'Onofrio"", u'James Ransone']",82507,"Found footage helps a true-crime novelist realize how and why a family was murdered in his new home, though his discoveries put his entire family in the path of a supernatural entity.",4.538267,/hrRYY7FcRc46Ue7h9jcKiW1xqJ3.jpg,2012-03-29,Sinister,False,6.7,1187
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,False,John McTiernan,"[u'Arnold Schwarzenegger', u'Carl Weathers', u'Elpidia Carrillo']",106,"Dutch and his group of commandos are hired by the CIA to rescue downed airmen from guerillas in a Central American jungle. The mission goes well but as they return they find that something is hunting them. Nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. Occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time.",4.525688,/bj7A0teF2TWxxNGZjWTXiGrvCu2.jpg,1987-06-11,Predator,False,7.2,1654
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,False,Sarah Harding,"[u'Rowan Atkinson', u'Lucy Cohu', u'Shaun Dingwall']",452142,"A complex tale of murder, deceit and greed set in an isolated country community.",4.525455,/44WO6owDeRYgsO7UWXbpkRlYAtZ.jpg,2017-04-16,Maigret's Night at the Crossroads,False,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,False,Louis Leterrier,"[u'Jason Statham', u'Shu Qi', u'Fran\xe7ois Berl\xe9and']",4108,"Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.",4.521642,/vD5plFV1ec9CSIsdlPe9icCDRTL.jpg,2002-10-02,The Transporter,False,6.6,1361
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,False, Yeon Sang-Ho,"[u'Gong Yoo', u'Ma Dong-seok', u'Jung Yoo-mi']",396535,"Martial law is declared when a mysterious viral outbreak pushes Korea into a state of emergency. Those on an express train to Busan, a city that has successfully fended off the viral outbreak, must fight for their own survival…",4.5065,/qWOkfCgioLEf3Km9OWva93RYWAc.jpg,2016-07-20,Train to Busan,False,7.6,483
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False,Renny Harlin,"[u'Bruce Willis', u'Bonnie Bedelia', u'William Atherton']",1573,"John McClane is an off-duty cop gripped with a feeling of déjà vu when on a snowy Christmas Eve in the nation's capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane's smart-mouthed heroics.",4.48282,/zSgL998DXaljsCmwQuwDM8Ak4rV.jpg,1990-07-02,Die Hard 2,False,6.6,1557
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False,Guy Hamilton,"[u'Sean Connery', u'Honor Blackman', u'Gert Fr\xf6be']",658,"Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",4.481647,/vBNbFU3OS6okJIQBOos1aZXpy2Z.jpg,1964-09-17,Goldfinger,False,7.2,823
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,False,Michael Mann,"[u'Al Pacino', u'Robert De Niro', u'Val Kilmer']",949,"Obsessive master thief, Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective, Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.",4.468342,/zMyfPUelumio3tiDKPffaUpsQTD.jpg,1995-12-15,Heat,False,7.6,1482
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,False,Ben Affleck,"[u'Ben Affleck', u'Bryan Cranston', u'Alan Arkin']",68734,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",4.461178,/oai3xLBQHpIh18VJdRCcL7D0Yg0.jpg,2012-10-11,Argo,False,7.0,2927
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,False,Paul Verhoeven,"[u'Peter Weller', u'Nancy Allen', u'Ronny Cox']",5548,"In a dystopic, future crime-ridden Detroit controlled by a powerful corporation, a terminally wounded cop returns to the force as a company-owned cyborg with submerged memories haunting him.",4.44723,/gtGreTdzYBuQsEwTliEFdTzPleV.jpg,1987-07-17,RoboCop,False,7.0,1141
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,False,Lilly Wachowski,"[u'Keanu Reeves', u'Laurence Fishburne', u'Carrie-Anne Moss']",605,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,4.437828,/sKogjhfs5q3azmpW7DFKKAeLEG8.jpg,2003-11-05,The Matrix Revolutions,False,6.4,2518
0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,False,David S. Goyer,"[u'Wesley Snipes', u'Kris Kristofferson', u'Dominic Purcell']",36648,"For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed - The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him, the original vampire, Dracula.",4.432581,/4WinsdHQBdh5aTt7Bd7T7dbUXbb.jpg,2004-12-08,Blade: Trinity,False,5.7,1020
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,False,Alfred Hitchcock,"[u'Anthony Perkins', u'Vera Miles', u'John Gavin']",539,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.",4.413128,/4ZP1DHlqlp83DH2lqCdqpU2g51c.jpg,1960-06-16,Psycho,False,8.1,1650
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,False,Taylor Hackford,"[u'Keanu Reeves', u'Al Pacino', u'Charlize Theron']",1813,A hotshot lawyer gets more than he bargained for when he learns his new boss is Lucifer himself.,4.409874,/eSivb4EyOAyEum70mOSHtAWiUe3.jpg,1997-10-17,The Devil's Advocate,False,7.1,1009
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,False,Olivier Megaton,"[u'Liam Neeson', u'Maggie Grace', u'Famke Janssen']",82675,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",4.40305,/rDX2zd9aVMJnBmlS8efwOYsi76R.jpg,2012-09-27,Taken 2,False,6.0,2378
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,False,Jon Turteltaub,"[u'Nicolas Cage', u'Diane Kruger', u'Justin Bartha']",2059,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",4.401074,/luMoc56LLMWUt60vUNNpwxrbTNt.jpg,2004-11-19,National Treasure,False,6.4,1496
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,False,William Friedkin,"[u'Linda Blair', u'Max von Sydow', u'Ellen Burstyn']",9552,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",4.40051,/eYVZP9CibJg1fyZnZahfFIYqfPr.jpg,1973-12-26,The Exorcist,False,7.4,1494
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,False,Robert Rodriguez,"[u'George Clooney', u'Quentin Tarantino', u'Harvey Keitel']",755,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",4.397177,/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,1996-01-19,From Dusk Till Dawn,False,6.9,1198
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False,Isaac Florentine,"[u'Scott Adkins', u'Mykel Shannon Jenkins', u'Mark Ivanir']",38234,"Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.",4.394266,/vLSnWLCnqk5j3oLnMnBHJGL3bO0.jpg,2010-05-22,Undisputed III : Redemption,False,7.4,124
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,False,Michael Mann,"[u'Tom Cruise', u'Jamie Foxx', u'Jada Pinkett Smith']",1538,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,4.381049,/fmkv2eRuYCTq7A5jzMBNgoNe1vA.jpg,2004-08-04,Collateral,False,6.9,1122
0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,False,Joe Carnahan,"[u'Liam Neeson', u'Bradley Cooper', u'Jessica Biel']",34544,"A group of Iraq War veterans goes on the run from U.S. military forces while they try to clear their names after being framed for a crime they didn't commit. Along the way, Col. Hannibal Smith, Capt. H.M. ‘Howling Mad’ Murdock , Sgt. Bosco ‘B.A.’ Baracus, and Lt. Templeton ‘Faceman’ Peck help out various people they encounter.",4.369919,/eMwotYpkcE42lGlaoCpPFaolvst.jpg,2010-06-10,The A-Team,False,6.2,1402
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,False,James DeMonaco,"[u'Elizabeth Mitchell', u'Frank Grillo', u'Mykelti Williamson']",316727,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",4.365261,/bjOJFjUffRZQpNQ9g3yvc9F6LBM.jpg,2016-06-29,The Purge: Election Year,False,6.0,912
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,False,Albert Hughes,"[u'Denzel Washington', u'Gary Oldman', u'Michael Gambon']",20504,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",4.358088,/qL3FnEug9DyBcaBXVb0oT3DJMJu.jpg,2010-01-14,The Book of Eli,False,6.6,1774
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,False,Paul Verhoeven,"[u'Michael Douglas', u'Sharon Stone', u'George Dzundza']",402,"A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved.",4.351245,/p1DHOfLFZmM567ePKfFNMV4mY92.jpg,1992-03-20,Basic Instinct,False,6.5,653
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False,Steven Soderbergh,"[u'George Clooney', u'Brad Pitt', u'Catherine Zeta-Jones']",163,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",4.351177,/nS3iDLQuy13XY1JH58NNl1rCuNN.jpg,2004-12-09,Ocean's Twelve,False,6.4,1683
0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,False,McG,"[u'Cameron Diaz', u'Lucy Liu', u'Drew Barrymore']",4327,"Aspects of this take on the 1970s hit TV series are similar to the original show :Angels Dylan, Natalie and Alex still work for Charlie and interface with Bosley. They still flip their hair, stop traffic with a smile and kick butt. The differences are the unsubtle humor, the martial arts training and the high-tech premise: This time, they're hot on the trail of stolen software.",4.343192,/eBzf9d09Vgq2HSVC4fIZm1QNQd.jpg,2000-11-02,Charlie's Angels,False,5.5,936
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,False,Gaspar Noé,"[u'Monica Bellucci', u'Vincent Cassel', u'Albert Dupontel']",979,"Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass. Her boyfriend and ex-lover take matters into their own hands by hiring two criminals to help them find the rapist so that they can exact revenge. A simultaneously beautiful and terrible examination of the destructive nature of cause and effect, and how time destroys everything.",4.338031,/xxgJJmReMLg01aaEIGLUC8JIjmh.jpg,2002-05-22,Irreversible,False,7.0,411
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,False,Roland Emmerich,"[u'Dennis Quaid', u'Jake Gyllenhaal', u'Emmy Rossum']",435,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",4.330528,/qbEzEau8a7Tf0aVs3gMi5ylMrf1.jpg,2004-05-26,The Day After Tomorrow,False,6.1,1825
0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,False,Robert Schwentke,"[u'Bruce Willis', u'John Malkovich', u'Helen Mirren']",39514,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent, Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",4.324534,/q2mwTRKrq1etP9S4SZVDIJq0wI2.jpg,2010-10-13,RED,False,6.5,2366
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,False,Gil Kenan,"[u'Sam Rockwell', u'Rosemarie DeWitt', u'Saxon Sharbino']",243688,"Legendary filmmaker Sam Raimi and director Gil Kenan reimagine and contemporize the classic tale about a family whose suburban home is invaded by angry spirits. When the terrifying apparitions escalate their attacks and take the youngest daughter, the family must come together to rescue her.",4.322506,/fWOPN0XBvHXFYr3RsPr74qBge2I.jpg,2015-05-20,Poltergeist,False,5.0,735
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,False,Len Wiseman,"[u'Colin Farrell', u'Kate Beckinsale', u'Jessica Biel']",64635,"Welcome to Rekall, the company that can turn your dreams into real memories. For a factory worker named Douglas Quaid, even though he's got a beautiful wife who he loves, the mind-trip sounds like the perfect vacation from his frustrating life - real memories of life as a super-spy might be just what he needs. But when the procedure goes horribly wrong, Quaid becomes a hunted man. Finding himself on the run from the police - controlled by Chancellor Cohaagen, the leader of the free world - Quaid teams up with a rebel fighter to find the head of the underground resistance and stop Cohaagen. The line between fantasy and reality gets blurred and the fate of his world hangs in the balance as Quaid discovers his true identity, his true love, and his true fate.",4.310487,/tWBo7aZk3I1dLxmMj7ZJcN8uke5.jpg,2012-08-02,Total Recall,False,5.8,2162
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,False,Michael Bay,"[u'Ewan McGregor', u'Scarlett Johansson', u'Djimon Hounsou']",1635,"In 2019, Lincoln Six-Echo is a resident of a seemingly Utopian but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to the 'The Island' – reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie. He and all of the other inhabitants of the facility are actually human clones.",4.304551,/erprD7GIkvZz2KM4Z35eyTJKZMI.jpg,2005-07-20,The Island,False,6.5,1358
0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,False,Neil Burger,"[u'Edward Norton', u'Jessica Biel', u'Paul Giamatti']",1491,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crowned prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",4.302373,/sRYw9oAiporMpq1GWcYHqmpdeAO.jpg,2006-08-18,The Illusionist,False,7.1,1266
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False,Steven C. Miller,"[u'Bruce Willis', u'Gina Carano', u'Kellan Lutz']",326425,"A former CIA operative is kidnapped by a group of terrorists. When his son learns there is no plan for his father to be saved, he launches his own rescue operation.",4.298388,/s1yyDZetHVSLoL06ZgkCrWh0MH7.jpg,2015-12-18,Extraction,False,4.2,76
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,False,Kenneth Branagh,"[u'Michael Caine', u'Jude Law', u'Harold Pinter']",4520,"On his sprawling country estate, an aging writer matches wits with the struggling actor who has stolen his wife's heart.",4.282367,/e7PIQI7HPLrRPjX4WWAuF7DWf4d.jpg,2007-10-12,Sleuth,False,6.3,113
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,False,Neil Burger,"[u'Bradley Cooper', u'Robert De Niro', u'Abbie Cornish']",51876,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.",4.27957,/bQfOFEeXxi51ijQrbQY9qvMtYhZ.jpg,2011-03-08,Limitless,False,7.0,2964
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,False,Drew Goddard,"[u'Kristen Connolly', u'Chris Hemsworth', u'Anna Hutchison']",22970,"Five college friends spend the weekend at a remote cabin in the woods, where they get more than they bargained for. Together, they must discover the truth behind the cabin in the woods.",4.277926,/utfJuX6DfR28Mv2FMfnPFAYOmTU.jpg,2012-04-12,The Cabin in the Woods,False,6.6,1821
